Name,Age,Mobile_Number,Password,Occupation,Location,Daily_Usage_GB,Daily_Usage_MB,Data_Limit_GB,Device_Type,Monthly_Usage_GB,Network_Package,Package_Cost,Preferred_Network,SIM_Type
Prissila Morgan,35,9790522415,Priss@968,Other Professionals,Madurai,1.6,1638.4,1,Smartphone,48,Standard Plan,199,4G,BSNL
Jordan Casey,70,9448548802,Jorda@191,Retiree,Ramanathapuram,0.61,624.64,1,Television,18.3,Standard Plan,199,4G,BSNL
Morgan Toni,56,8258119782,Morga@423,Freelancer,Karur,1.17,1198.08,2.5,Television,35.1,Entertainment+ Data,499,4G,VI
Alex Casey,42,6453327087,Alex @896,Unemployed,Erode,3.47,3553.28,2,Tablet,104.1,Unlimited+ OTT,399,5G,Jio
Jebasto Jordan,26,8263959866,Jebas@431,Unemployed,Ramanathapuram,3.82,3911.68,1,Television,114.6,Standard Plan,199,4G,BSNL
Rex Morgan,54,7910100354,Rex M@172,Unemployed,Theni,1.26,1290.24,1.5,Smartphone,37.8,Basic+ Calls,299,4G,Airtel
Jordan Jebasto,62,8985922736,Jorda@707,Freelancer,Thanjavur,1.36,1392.64,1.5,Tablet,40.8,Basic+ Calls,299,4G,Airtel
Toni Toni,25,6784685427,Toni @840,Freelancer,Namakkal,1.89,1935.36,1,Smartphone,56.7,Standard Plan,199,5G,BSNL
Casey Casey,30,6565341584,Casey@350,Doctor,Ramanathapuram,4.52,4628.48,2.5,Laptop,135.6,Entertainment+ Data,499,5G,VI
Jordan Toni,35,9483351411,Jorda@805,Other Professionals,Vellore,2.8,2867.2,2.5,Smartphone,84,Entertainment+ Data,499,5G,VI
Casey Jordan,61,7732629386,Casey@549,Student,Coimbatore,2.68,2744.32,1.5,Television,80.4,Basic+ Calls,299,5G,Airtel
Jordan Sherif,44,7432430200,Jorda@619,Retiree,Chennai,4.75,4864,1,Laptop,142.5,Standard Plan,199,4G,BSNL
Alex Toni,65,9114248624,Alex @680,Teacher,Madurai,4.15,4249.6,2,Tablet,124.5,Unlimited+ OTT,399,4G,Jio
Jordan Jebasto,43,8795290598,Jorda@981,IT sector,Theni,3.04,3112.96,2.5,Smartphone,91.2,Entertainment+ Data,499,5G,VI
Rex Toni,38,8500491838,Rex T@743,Unemployed,Thiruvarur,1.97,2017.28,1.5,Smartphone,59.1,Basic+ Calls,299,5G,Airtel
Sherif Alex,67,7342043090,Sheri@047,Retiree,Thoothukudi,4.12,4218.88,1,Laptop,123.6,Standard Plan,199,4G,BSNL
Casey Rex,46,7731794360,Casey@963,Doctor,Karur,4.99,5109.76,2.5,Tablet,149.7,Entertainment+ Data,499,5G,VI
Casey Jebasto,55,6382766353,Casey@747,Other Professionals,Tiruppur,2.27,2324.48,1,Smartphone,68.1,Standard Plan,199,4G,BSNL
Casey Casey,21,9646407888,Casey@418,IT sector,Tiruchirappalli,1.69,1730.56,2,Smartphone,50.7,Unlimited+ OTT,399,4G,Jio
Prissila Jordan,27,6312166735,Priss@636,IT sector,Cuddalore,4.62,4730.88,1.5,Tablet,138.6,Basic+ Calls,299,5G,Airtel
Jebasto Prissila,47,7518316569,Jebas@973,Student,Villupuram,2.91,2979.84,1.5,Television,87.3,Basic+ Calls,299,5G,Airtel
Casey Casey,68,9555156967,Casey@152,IT sector,Ramanathapuram,2.9,2969.6,1.5,Tablet,87,Basic+ Calls,299,4G,Airtel
Prissila Sherif,19,9576172044,Priss@008,Retiree,Pudukkottai,4.25,4352,2.5,Smartphone,127.5,Entertainment+ Data,499,5G,VI
Casey Morgan,46,6544538025,Casey@493,Freelancer,Thanjavur,2.05,2099.2,2,Tablet,61.5,Unlimited+ OTT,399,5G,Jio
Morgan Jordan,50,9173469299,Morga@978,Doctor,Erode,4.28,4382.72,2.5,Laptop,128.4,Entertainment+ Data,499,4G,VI
Sherif Sherif,33,7477464162,Sheri@423,Other Professionals,Theni,0.97,993.28,1,Laptop,29.1,Standard Plan,199,5G,BSNL
Alex Morgan,52,6758547744,Alex @867,Other Professionals,Salem,4.22,4321.28,2.5,Tablet,126.6,Entertainment+ Data,499,4G,VI
Morgan Prissila,25,9213116591,Morga@554,Teacher,Thiruvallur,3,3072,2.5,Television,90,Entertainment+ Data,499,4G,VI
Morgan Jordan,42,8416661149,Morga@527,Unemployed,Ramanathapuram,3.73,3819.52,2,Laptop,111.9,Unlimited+ OTT,399,5G,Jio
Sherif Prissila,63,8939473419,Sheri@229,Teacher,Pudukkottai,4.83,4945.92,2,Laptop,144.9,Unlimited+ OTT,399,5G,Jio
Alex Prissila,43,8294819627,Alex @026,IT sector,Theni,0.18,184.32,2,Television,5.4,Unlimited+ OTT,399,5G,Jio
Alex Toni,47,6511207672,Alex @819,Freelancer,Thanjavur,3.3,3379.2,1,Laptop,99,Standard Plan,199,4G,BSNL
Jordan Rex,23,7229784137,Jorda@084,Other Professionals,Chennai,0.16,163.84,2.5,Laptop,4.8,Entertainment+ Data,499,4G,VI
Jordan Prissila,50,7210020238,Jorda@643,Doctor,Nagapattinam,2.95,3020.8,1.5,Television,88.5,Basic+ Calls,299,5G,Airtel
Alex Rex,23,7834202286,Alex @435,IT sector,Sivagangai,0.81,829.44,2,Smartphone,24.3,Unlimited+ OTT,399,4G,Jio
Rex Jebasto,22,7831968857,Rex J@644,Other Professionals,Thiruvarur,3.7,3788.8,1,Laptop,111,Standard Plan,199,5G,BSNL
Prissila Rex,22,8856331862,Priss@356,Other Professionals,Pudukkottai,2.31,2365.44,2.5,Tablet,69.3,Entertainment+ Data,499,4G,VI
Morgan Morgan,33,9788310113,Morga@150,Other Professionals,Namakkal,1.5,1536,2.5,Television,45,Entertainment+ Data,499,5G,VI
Casey Prissila,50,7556436539,Casey@546,IT sector,Ariyalur,4.93,5048.32,1.5,Smartphone,147.9,Basic+ Calls,299,4G,Airtel
Prissila Casey,55,9946316254,Priss@817,Doctor,Krishnagiri,2.22,2273.28,1.5,Laptop,66.6,Basic+ Calls,299,4G,Airtel
Prissila Morgan,27,9195776024,Priss@089,Freelancer,Nagapattinam,0.94,962.56,1,Laptop,28.2,Standard Plan,199,4G,BSNL
Alex Jebasto,66,7644194560,Alex @709,Retiree,Coimbatore,0.43,440.32,1,Smartphone,12.9,Standard Plan,199,5G,BSNL
Prissila Prissila,27,7283751713,Priss@858,IT sector,Thiruvarur,4.25,4352,2.5,Smartphone,127.5,Entertainment+ Data,499,4G,VI
Casey Toni,42,7625157407,Casey@642,Doctor,Erode,2.38,2437.12,2,Smartphone,71.4,Unlimited+ OTT,399,4G,Jio
Toni Jordan,48,7306607872,Toni @270,Doctor,Thoothukudi,3.11,3184.64,2.5,Tablet,93.3,Entertainment+ Data,499,4G,VI
Casey Jordan,28,9265981780,Casey@988,Teacher,Chennai,3.84,3932.16,1.5,Television,115.2,Basic+ Calls,299,4G,Airtel
Rex Rex,57,9505403797,Rex R@539,Teacher,Dindigul,2.57,2631.68,1,Tablet,77.1,Standard Plan,199,4G,BSNL
Casey Toni,65,8317824929,Casey@389,Unemployed,Dindigul,2.28,2334.72,2,Television,68.4,Unlimited+ OTT,399,4G,Jio
Jordan Casey,52,7391235895,Jorda@701,Unemployed,Tiruchirappalli,1.87,1914.88,1,Tablet,56.1,Standard Plan,199,4G,BSNL
Sherif Sherif,51,8372607361,Sheri@355,IT sector,Cuddalore,1.88,1925.12,2.5,Laptop,56.4,Entertainment+ Data,499,4G,VI
Sherif Casey,65,8520335655,Sheri@340,Unemployed,Nilgiris,1.01,1034.24,2.5,Smartphone,30.3,Entertainment+ Data,499,5G,VI
Sherif Alex,38,6404971339,Sheri@833,Doctor,Namakkal,3.83,3921.92,2.5,Laptop,114.9,Entertainment+ Data,499,4G,VI
Casey Prissila,25,7660651454,Casey@084,Unemployed,Dharmapuri,3.2,3276.8,2.5,Television,96,Entertainment+ Data,499,5G,VI
Jebasto Rex,68,6470167183,Jebas@943,Retiree,Coimbatore,2.52,2580.48,2,Smartphone,75.6,Unlimited+ OTT,399,4G,Jio
Prissila Toni,53,7824047021,Priss@279,Teacher,Pudukkottai,4.81,4925.44,2,Laptop,144.3,Unlimited+ OTT,399,5G,Jio
Casey Rex,36,7843621879,Casey@442,Student,Chennai,3.23,3307.52,2.5,Tablet,96.9,Entertainment+ Data,499,4G,VI
Jordan Toni,42,9564338929,Jorda@804,Student,Kanchipuram,4.77,4884.48,1.5,Laptop,143.1,Basic+ Calls,299,5G,Airtel
Rex Jebasto,26,7883221084,Rex J@798,Doctor,Coimbatore,1.81,1853.44,2.5,Tablet,54.3,Entertainment+ Data,499,4G,VI
Alex Casey,47,6674026249,Alex @519,Unemployed,Sivagangai,4.97,5089.28,1.5,Smartphone,149.1,Basic+ Calls,299,4G,Airtel
Casey Sherif,37,6415349425,Casey@316,Teacher,Vellore,4.16,4259.84,1.5,Tablet,124.8,Basic+ Calls,299,5G,Airtel
Sherif Toni,19,8788123260,Sheri@145,Student,Sivagangai,4.83,4945.92,1,Smartphone,144.9,Standard Plan,199,5G,BSNL
Alex Morgan,63,9544956916,Alex @324,Retiree,Karur,0.65,665.6,2.5,Tablet,19.5,Entertainment+ Data,499,4G,VI
Toni Sherif,44,8745411752,Toni @299,Teacher,Virudhunagar,0.84,860.16,2,Laptop,25.2,Unlimited+ OTT,399,5G,Jio
Sherif Jordan,39,6729479005,Sheri@573,Unemployed,Ramanathapuram,4.57,4679.68,1,Tablet,137.1,Standard Plan,199,4G,BSNL
Jebasto Jordan,35,9274237252,Jebas@643,Other Professionals,Cuddalore,4.45,4556.8,2,Smartphone,133.5,Unlimited+ OTT,399,5G,Jio
Morgan Alex,46,8621600910,Morga@073,Retiree,Pudukkottai,4.68,4792.32,1.5,Television,140.4,Basic+ Calls,299,5G,Airtel
Sherif Jebasto,59,8565890099,Sheri@480,Student,Madurai,1.7,1740.8,1,Smartphone,51,Standard Plan,199,4G,BSNL
Rex Prissila,59,9297437235,Rex P@623,Doctor,Thanjavur,0.95,972.8,2.5,Tablet,28.5,Entertainment+ Data,499,4G,VI
Rex Sherif,63,7566240724,Rex S@525,Doctor,Thoothukudi,0.64,655.36,2.5,Smartphone,19.2,Entertainment+ Data,499,4G,VI
Rex Alex,46,9825931431,Rex A@798,Doctor,Nilgiris,3.97,4065.28,1.5,Tablet,119.1,Basic+ Calls,299,5G,Airtel
Jordan Casey,25,7957843302,Jorda@279,Doctor,Erode,3.19,3266.56,2,Tablet,95.7,Unlimited+ OTT,399,5G,Jio
Toni Morgan,61,9276889346,Toni @997,Freelancer,Krishnagiri,4.84,4956.16,2,Tablet,145.2,Unlimited+ OTT,399,5G,Jio
Prissila Prissila,33,8631197065,Priss@412,Other Professionals,Chennai,3,3072,2,Tablet,90,Unlimited+ OTT,399,5G,Jio
Casey Sherif,40,7229038410,Casey@533,Doctor,Dindigul,4.7,4812.8,1,Smartphone,141,Standard Plan,199,4G,BSNL
Jordan Jebasto,31,8787246350,Jorda@457,Student,Virudhunagar,2.48,2539.52,1,Tablet,74.4,Standard Plan,199,4G,BSNL
Alex Sherif,37,7767607250,Alex @517,Other Professionals,Tirunelveli,2.86,2928.64,1.5,Laptop,85.8,Basic+ Calls,299,4G,Airtel
Sherif Toni,45,8311522770,Sheri@713,Freelancer,Chennai,2.49,2549.76,1.5,Smartphone,74.7,Basic+ Calls,299,5G,Airtel
Jordan Alex,47,6404850721,Jorda@607,IT sector,Namakkal,1.36,1392.64,1.5,Television,40.8,Basic+ Calls,299,5G,Airtel
Toni Prissila,53,7533061148,Toni @163,IT sector,Theni,2.14,2191.36,1.5,Tablet,64.2,Basic+ Calls,299,4G,Airtel
Sherif Toni,19,8341590507,Sheri@429,Student,Nagapattinam,4.41,4515.84,1,Television,132.3,Standard Plan,199,4G,BSNL
Alex Casey,36,8793310441,Alex @371,Other Professionals,Ramanathapuram,0.34,348.16,1.5,Television,10.2,Basic+ Calls,299,4G,Airtel
Morgan Jordan,58,6946255832,Morga@505,Teacher,Dharmapuri,1.01,1034.24,2,Smartphone,30.3,Unlimited+ OTT,399,4G,Jio
Jebasto Sherif,52,8954003094,Jebas@884,Teacher,Thoothukudi,3.34,3420.16,2,Smartphone,100.2,Unlimited+ OTT,399,5G,Jio
Morgan Morgan,19,8591916889,Morga@362,Doctor,Tiruvannamalai,4.33,4433.92,2.5,Laptop,129.9,Entertainment+ Data,499,4G,VI
Casey Jordan,19,7111207977,Casey@631,Unemployed,Thoothukudi,0.63,645.12,1.5,Tablet,18.9,Basic+ Calls,299,5G,Airtel
Rex Prissila,26,8669982210,Rex P@630,Doctor,Thoothukudi,1.05,1075.2,2,Tablet,31.5,Unlimited+ OTT,399,4G,Jio
Alex Sherif,68,6172513230,Alex @603,Retiree,Pudukkottai,4.69,4802.56,2,Laptop,140.7,Unlimited+ OTT,399,4G,Jio
Sherif Rex,64,9537418674,Sheri@426,IT sector,Karur,3.22,3297.28,2,Television,96.6,Unlimited+ OTT,399,5G,Jio
Toni Prissila,59,7541095341,Toni @049,Other Professionals,Ariyalur,1.47,1505.28,2,Television,44.1,Unlimited+ OTT,399,4G,Jio
Prissila Sherif,42,9223035970,Priss@526,Teacher,Dindigul,4.9,5017.6,2,Tablet,147,Unlimited+ OTT,399,4G,Jio
Jebasto Sherif,68,8480386471,Jebas@753,Retiree,Karur,0.5,512,2,Tablet,15,Unlimited+ OTT,399,4G,Jio
Alex Jebasto,18,6608820958,Alex @542,Unemployed,Karur,1.21,1239.04,2.5,Laptop,36.3,Entertainment+ Data,499,4G,VI
Prissila Jordan,56,9127800329,Priss@214,Retiree,Thiruvallur,1.12,1146.88,2.5,Tablet,33.6,Entertainment+ Data,499,5G,VI
Jordan Jordan,48,6293744188,Jorda@117,Teacher,Villupuram,0.34,348.16,2,Television,10.2,Unlimited+ OTT,399,5G,Jio
Jebasto Alex,26,9540418626,Jebas@127,Doctor,Vellore,4.25,4352,1,Television,127.5,Standard Plan,199,4G,BSNL
Alex Jordan,24,9264807014,Alex @217,Unemployed,Dharmapuri,3.88,3973.12,1,Tablet,116.4,Standard Plan,199,5G,BSNL
Toni Jebasto,28,6840396250,Toni @605,IT sector,Ramanathapuram,3.07,3143.68,2.5,Tablet,92.1,Entertainment+ Data,499,4G,VI
Rex Jordan,69,6135756976,Rex J@815,Other Professionals,Krishnagiri,4.08,4177.92,1,Television,122.4,Standard Plan,199,5G,BSNL
Jordan Jordan,26,8336230911,Jorda@273,Retiree,Theni,1.11,1136.64,1.5,Laptop,33.3,Basic+ Calls,299,5G,Airtel
Jordan Alex,43,8880698409,Jorda@351,Unemployed,Salem,2.55,2611.2,2,Laptop,76.5,Unlimited+ OTT,399,4G,Jio
Alex Jebasto,23,8534685770,Alex @321,Doctor,Salem,0.72,737.28,2.5,Tablet,21.6,Entertainment+ Data,499,5G,VI
Alex Jebasto,19,7288663142,Alex @036,IT sector,Perambalur,1.35,1382.4,2.5,Television,40.5,Entertainment+ Data,499,4G,VI
Morgan Prissila,65,7679173379,Morga@276,Unemployed,Salem,3.31,3389.44,1,Tablet,99.3,Standard Plan,199,4G,BSNL
Prissila Morgan,49,7506525935,Priss@180,Retiree,Namakkal,3.59,3676.16,1,Laptop,107.7,Standard Plan,199,4G,BSNL
Sherif Jordan,50,9648260185,Sheri@619,Teacher,Cuddalore,4.11,4208.64,1,Television,123.3,Standard Plan,199,4G,BSNL
Sherif Prissila,53,6192043378,Sheri@244,Doctor,Tirunelveli,0.57,583.68,2.5,Tablet,17.1,Entertainment+ Data,499,4G,VI
Jordan Sherif,30,8210287044,Jorda@512,Teacher,Karur,2.89,2959.36,1.5,Laptop,86.7,Basic+ Calls,299,4G,Airtel
Toni Jebasto,50,6287646480,Toni @354,Doctor,Virudhunagar,2.06,2109.44,2,Television,61.8,Unlimited+ OTT,399,5G,Jio
Jordan Casey,57,9370290525,Jorda@291,Other Professionals,Madurai,3.51,3594.24,2,Laptop,105.3,Unlimited+ OTT,399,5G,Jio
Rex Casey,33,6699224401,Rex C@873,Doctor,Virudhunagar,2.81,2877.44,1.5,Tablet,84.3,Basic+ Calls,299,5G,Airtel
Prissila Morgan,50,6181523453,Priss@765,Unemployed,Ariyalur,4.31,4413.44,1,Laptop,129.3,Standard Plan,199,5G,BSNL
Casey Alex,25,9329007943,Casey@632,Teacher,Kanchipuram,4.93,5048.32,2.5,Tablet,147.9,Entertainment+ Data,499,4G,VI
Alex Jordan,25,6276183574,Alex @444,Other Professionals,Thiruvarur,4.64,4751.36,2,Laptop,139.2,Unlimited+ OTT,399,4G,Jio
Sherif Jebasto,54,9876347596,Sheri@192,Unemployed,Theni,0.62,634.88,1,Laptop,18.6,Standard Plan,199,4G,BSNL
Sherif Sherif,45,7768780236,Sheri@503,Student,Kanchipuram,3.01,3082.24,2,Television,90.3,Unlimited+ OTT,399,4G,Jio
Casey Prissila,43,9650258934,Casey@189,Unemployed,Cuddalore,0.67,686.08,2.5,Television,20.1,Entertainment+ Data,499,4G,VI
Toni Jordan,24,9414051815,Toni @592,Doctor,Madurai,0.47,481.28,1.5,Laptop,14.1,Basic+ Calls,299,5G,Airtel
Jordan Alex,51,8761506956,Jorda@192,Other Professionals,Ariyalur,4.4,4505.6,2.5,Laptop,132,Entertainment+ Data,499,4G,VI
Rex Jebasto,55,7504764394,Rex J@877,Unemployed,Thiruvarur,2.12,2170.88,2.5,Television,63.6,Entertainment+ Data,499,4G,VI
Sherif Prissila,53,9547926329,Sheri@457,Unemployed,Thiruvallur,0.63,645.12,1.5,Television,18.9,Basic+ Calls,299,5G,Airtel
Jebasto Morgan,61,9489399173,Jebas@723,Student,Thoothukudi,2.84,2908.16,2.5,Smartphone,85.2,Entertainment+ Data,499,4G,VI
Alex Casey,59,7535048170,Alex @152,Freelancer,Madurai,3.86,3952.64,2,Laptop,115.8,Unlimited+ OTT,399,4G,Jio
Jebasto Rex,47,9300088834,Jebas@266,Doctor,Tirunelveli,0.61,624.64,1.5,Laptop,18.3,Basic+ Calls,299,5G,Airtel
Alex Sherif,39,7399344042,Alex @419,Doctor,Tiruchirappalli,1.39,1423.36,2,Smartphone,41.7,Unlimited+ OTT,399,4G,Jio
Morgan Toni,41,7757420971,Morga@597,Student,Kallakurichi,3.61,3696.64,1,Laptop,108.3,Standard Plan,199,5G,BSNL
Toni Morgan,25,8241054489,Toni @627,Other Professionals,Coimbatore,4.37,4474.88,2,Tablet,131.1,Unlimited+ OTT,399,5G,Jio
Morgan Jordan,48,9700896166,Morga@999,Freelancer,Tiruchirappalli,4.08,4177.92,2.5,Laptop,122.4,Entertainment+ Data,499,4G,VI
Morgan Prissila,59,6909043937,Morga@280,Doctor,Erode,4.67,4782.08,2,Tablet,140.1,Unlimited+ OTT,399,4G,Jio
Alex Jebasto,24,6560770779,Alex @024,Doctor,Madurai,4.45,4556.8,2.5,Laptop,133.5,Entertainment+ Data,499,4G,VI
Alex Alex,42,6262213991,Alex @849,Retiree,Kanchipuram,0.15,153.6,2,Laptop,4.5,Unlimited+ OTT,399,4G,Jio
Rex Toni,40,9732133327,Rex T@289,Student,Dindigul,0.42,430.08,2.5,Laptop,12.6,Entertainment+ Data,499,5G,VI
Morgan Toni,46,8521118941,Morga@396,Unemployed,Madurai,0.92,942.08,2,Tablet,27.6,Unlimited+ OTT,399,5G,Jio
Jebasto Prissila,40,8598427299,Jebas@096,Retiree,Tiruchirappalli,4.38,4485.12,1.5,Laptop,131.4,Basic+ Calls,299,5G,Airtel
Jordan Alex,26,9334968711,Jorda@149,Retiree,Nilgiris,3.21,3287.04,2,Laptop,96.3,Unlimited+ OTT,399,4G,Jio
Rex Prissila,18,8317596855,Rex P@299,Freelancer,Coimbatore,1.32,1351.68,2,Smartphone,39.6,Unlimited+ OTT,399,5G,Jio
Jordan Casey,33,6905716471,Jorda@140,Student,Erode,0.37,378.88,1.5,Tablet,11.1,Basic+ Calls,299,5G,Airtel
Toni Prissila,64,6791529337,Toni @134,Freelancer,Cuddalore,0.86,880.64,2,Laptop,25.8,Unlimited+ OTT,399,4G,Jio
Rex Prissila,31,6648635171,Rex P@986,Unemployed,Dharmapuri,0.97,993.28,1,Laptop,29.1,Standard Plan,199,5G,BSNL
Rex Toni,22,9883733829,Rex T@250,IT sector,Tirunelveli,1.15,1177.6,1.5,Smartphone,34.5,Basic+ Calls,299,5G,Airtel
Prissila Morgan,28,9396153346,Priss@067,Other Professionals,Kallakurichi,2.57,2631.68,1.5,Laptop,77.1,Basic+ Calls,299,5G,Airtel
Morgan Toni,64,7489267492,Morga@208,Other Professionals,Thoothukudi,3.11,3184.64,2,Smartphone,93.3,Unlimited+ OTT,399,5G,Jio
Prissila Alex,30,6704035243,Priss@314,Doctor,Nilgiris,0.51,522.24,1.5,Television,15.3,Basic+ Calls,299,4G,Airtel
Toni Rex,70,9757117638,Toni @287,Student,Ariyalur,4.81,4925.44,2.5,Laptop,144.3,Entertainment+ Data,499,4G,VI
Sherif Rex,19,8497046677,Sheri@016,Retiree,Cuddalore,3.61,3696.64,2,Television,108.3,Unlimited+ OTT,399,5G,Jio
Alex Prissila,26,9361510742,Alex @699,Retiree,Tirunelveli,4.77,4884.48,2.5,Laptop,143.1,Entertainment+ Data,499,5G,VI
Jebasto Jordan,40,7606366445,Jebas@364,Other Professionals,Cuddalore,2.92,2990.08,2.5,Laptop,87.6,Entertainment+ Data,499,5G,VI
Rex Rex,64,8838050621,Rex R@032,IT sector,Karur,1.16,1187.84,2,Tablet,34.8,Unlimited+ OTT,399,5G,Jio
Jebasto Prissila,48,9360160050,Jebas@333,Freelancer,Thiruvarur,4.41,4515.84,1,Tablet,132.3,Standard Plan,199,4G,BSNL
Tejasvi,34,9645020974,Tejas@727,Freelancer,Perambalur,3.1,3174.4,2,Smartphone,93,Unlimited+ OTT,399,5G,Jio
Dhisha,26,6819269761,Dhish@680,IT sector,Thanjavur,1.95,1996.8,2.5,Tablet,58.5,Entertainment+ Data,499,4G,VI
Krishanth,68,6196969188,Krish@924,Retiree,Pudukkottai,1.04,1064.96,2.5,Smartphone,31.2,Entertainment+ Data,499,5G,VI
Chelvan,46,8154783398,Chelv@356,Student,Vellore,2.22,2273.28,2.5,Smartphone,66.6,Entertainment+ Data,499,4G,VI
Jeevanasan,56,8241302243,Jeeva@361,Freelancer,Thoothukudi,4.27,4372.48,1,Tablet,128.1,Standard Plan,199,5G,BSNL
Paul,70,9925557991,PaulY@736,Unemployed,Thoothukudi,3.3,3379.2,1.5,Smartphone,99,Basic+ Calls,299,4G,Airtel
Rudhresh,21,7166877965,Rudhr@918,Freelancer,Madurai,2.52,2580.48,2.5,Laptop,75.6,Entertainment+ Data,499,4G,VI
Akina,36,9569619340,Akina@376,Other Professionals,Ramanathapuram,2.89,2959.36,1,Tablet,86.7,Standard Plan,199,5G,BSNL
Rubitha,37,9100122710,Rubit@768,Teacher,Thanjavur,3.91,4003.84,2.5,Tablet,117.3,Entertainment+ Data,499,4G,VI
Ashokan,26,6503333271,Ashok@348,Other Professionals,Nilgiris,2.76,2826.24,1.5,Smartphone,82.8,Basic+ Calls,299,4G,Airtel
Yoshitha,25,6553910808,Yoshi@104,Student,Pudukkottai,4.12,4218.88,1.5,Tablet,123.6,Basic+ Calls,299,4G,Airtel
Revathy,63,7958585937,Revat@758,Teacher,Erode,4.74,4853.76,1,Smartphone,142.2,Standard Plan,199,4G,BSNL
Suriya,57,8949681501,Suriy@208,Student,Karur,3.14,3215.36,2,Smartphone,94.2,Unlimited+ OTT,399,5G,Jio
Vishal,38,8347988190,Visha@130,Doctor,Chennai,3.78,3870.72,2.5,Tablet,113.4,Entertainment+ Data,499,4G,VI
Yash,62,6103492275,YashM@321,Teacher,Tiruvannamalai,3.74,3829.76,1.5,Television,112.2,Basic+ Calls,299,5G,Airtel
Samarth,30,9838431748,Samar@868,Freelancer,Ariyalur,2.94,3010.56,2,Laptop,88.2,Unlimited+ OTT,399,5G,Jio
Jeeba,36,7696862325,Jeeba@160,IT sector,Cuddalore,3.57,3655.68,1.5,Smartphone,107.1,Basic+ Calls,299,4G,Airtel
Mouli,64,8216745311,Mouli@149,Teacher,Dindigul,1.53,1566.72,2.5,Laptop,45.9,Entertainment+ Data,499,4G,VI
Suganthi,52,7176782306,Sugan@667,Other Professionals,Karur,1.32,1351.68,1.5,Tablet,39.6,Basic+ Calls,299,4G,Airtel
Thomas,33,7381938765,Thoma@873,IT sector,Nilgiris,0.84,860.16,2.5,Smartphone,25.2,Entertainment+ Data,499,4G,VI
Tinto,41,6573479720,Tinto@358,IT sector,Thiruvallur,0.13,133.12,2.5,Television,3.9,Entertainment+ Data,499,5G,VI
Yoha,45,9964540372,YohaO@702,Retiree,Perambalur,2.37,2426.88,1,Laptop,71.1,Standard Plan,199,5G,BSNL
Thrisha,70,6932243924,Thris@871,Teacher,Theni,2.77,2836.48,1,Smartphone,83.1,Standard Plan,199,5G,BSNL
Sathvika,56,8478288106,Sathv@290,Student,Coimbatore,1.62,1658.88,2.5,Smartphone,48.6,Entertainment+ Data,499,5G,VI
David,40,8309765875,David@119,Freelancer,Cuddalore,2.43,2488.32,1.5,Tablet,72.9,Basic+ Calls,299,4G,Airtel
John,47,8101094462,Johny@973,IT sector,Dharmapuri,4.44,4546.56,2,Television,133.2,Unlimited+ OTT,399,4G,Jio
Tony,46,8786129282,Tonyf@700,Doctor,Virudhunagar,2.77,2836.48,2.5,Tablet,83.1,Entertainment+ Data,499,4G,VI
Marthur,20,9888968398,Marth@951,Unemployed,Salem,1.49,1525.76,1,Tablet,44.7,Standard Plan,199,5G,BSNL
Niel,68,9544895654,NielK@734,IT sector,Ramanathapuram,1.74,1781.76,1.5,Tablet,52.2,Basic+ Calls,299,4G,Airtel
Shawn,69,9281099427,Shawn@810,IT sector,Namakkal,3,3072,1.5,Laptop,90,Basic+ Calls,299,4G,Airtel
Muhammad,47,8664374173,Muham@768,IT sector,Cuddalore,3.99,4085.76,2.5,Laptop,119.7,Entertainment+ Data,499,5G,VI
Joshva,36,8476605941,Joshv@015,IT sector,Nagapattinam,1.03,1054.72,1,Television,30.9,Standard Plan,199,5G,BSNL
Sudari,45,7708591757,Sudar@297,Other Professionals,Erode,4.89,5007.36,1.5,Television,146.7,Basic+ Calls,299,4G,Airtel
Adhithya,39,8653884366,Adhit@845,Teacher,Tiruchirappalli,1.99,2037.76,2,Smartphone,59.7,Unlimited+ OTT,399,4G,Jio
Ezhil,58,6748219192,Ezhil@510,Teacher,Pudukkottai,1.53,1566.72,1.5,Laptop,45.9,Basic+ Calls,299,5G,Airtel
Manasi,50,9908299263,Manas_318,Doctor,Theni,3.34,3420.16,2,Tablet,100.2,Unlimited+ OTT,399,4G,Jio
Rukmani,23,7442371994,Rukma_#44,Teacher,Chennai,1.41,1443.84,1.5,Laptop,42.3,Basic+ Calls,299,5G,Airtel
Sivalini,64,9440046859,Sival#538,Retiree,Krishnagiri,0.64,655.36,2.5,Smartphone,19.2,Entertainment+ Data,499,4G,VI
Siva,69,9986967891,Siva_665,Student,Tirunelveli,3.05,3123.2,2.5,Smartphone,91.5,Entertainment+ Data,499,5G,VI
Deesha,42,6300169740,Deesh#089,Unemployed,Vellore,4.49,4597.76,2,Television,134.7,Unlimited+ OTT,399,5G,Jio
Daisy,45,7512351620,Daisy151,Student,Vellore,4.53,4638.72,2,Smartphone,135.9,Unlimited+ OTT,399,5G,Jio
Maran,58,9192675065,Maran_983,Retiree,Kallakurichi,3.51,3594.24,1,Tablet,105.3,Standard Plan,199,4G,BSNL
Mani,26,8681110465,Mani_600,Doctor,Ramanathapuram,3.69,3778.56,2,Tablet,110.7,Unlimited+ OTT,399,4G,Jio
Sivanjan,38,6372033357,Sivan#318,Student,Tiruppur,2.98,3051.52,2,Smartphone,89.4,Unlimited+ OTT,399,4G,Jio
